Distance (cm),Pressure (atm),Density (g/cm3),G_factor (g/cm3-s),F_factor (g/cm2-sec),Temperature (K),Radial_velocity (1/s),Axial_velocity (cm/sec),Pressure_gradient (g/cm3-s2),Mole_fraction_H2 (),Mole_fraction_H (),Mole_fraction_O (),Mole_fraction_O2 (),Mole_fraction_OH (),Mole_fraction_H2O (),Mole_fraction_HO2 (),Mole_fraction_H2O2 (),Mole_fraction_C (),Mole_fraction_CH (),Mole_fraction_CH2 (),Mole_fraction_CH2(S) (),Mole_fraction_CH3 (),Mole_fraction_CH4 (),Mole_fraction_CO (),Mole_fraction_CO2 (),Mole_fraction_HCO (),Mole_fraction_CH2O (),Mole_fraction_CH2OH (),Mole_fraction_CH3O (),Mole_fraction_CH3OH (),Mole_fraction_C2H (),Mole_fraction_C2H2 (),Mole_fraction_C2H3 (),Mole_fraction_C2H4 (),Mole_fraction_C2H5 (),Mole_fraction_C2H6 (),Mole_fraction_HCCO (),Mole_fraction_CH2CO (),Mole_fraction_HCCOH (),Mole_fraction_N (),Mole_fraction_NH (),Mole_fraction_NH2 (),Mole_fraction_NH3 (),Mole_fraction_NO (),Mole_fraction_NO2 (),Mole_fraction_N2O (),Mole_fraction_HNO (),Mole_fraction_HCN (),Mole_fraction_HCNO (),Mole_fraction_HNCO (),Mole_fraction_NCO (),Mole_fraction_N2 (),Mole_fraction_C3H7 (),Mole_fraction_C3H8 (),Mole_fraction_CH2CHO (),Mole_fraction_CH3CHO (),Molecular_weight (g/mole),Mass_density (g/cm3),Specific_heat_Cp (erg/g-K),Mixture_enthalpy (erg/g),Normal_strain_rate (1/sec),Shear_strain_rate (1/cm-sec),Mixture_viscosity (g/cm-sec),Mixture_thermal_conductivity (erg/cm-K-sec),Mixture_binary_diffusion_coefficients_H2 (cm2/sec),Mixture_binary_diffusion_coefficients_H (cm2/sec),Mixture_binary_diffusion_coefficients_O (cm2/sec),Mixture_binary_diffusion_coefficients_O2 (cm2/sec),Mixture_binary_diffusion_coefficients_OH (cm2/sec),Mixture_binary_diffusion_coefficients_H2O (cm2/sec),Mixture_binary_diffusion_coefficients_HO2 (cm2/sec),Mixture_binary_diffusion_coefficients_H2O2 (cm2/sec),Mixture_binary_diffusion_coefficients_C (cm2/sec),Mixture_binary_diffusion_coefficients_CH (cm2/sec),Mixture_binary_diffusion_coefficients_CH2 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2(S) (cm2/sec),Mixture_binary_diffusion_coefficients_CH3 (cm2/sec),Mixture_binary_diffusion_coefficients_CH4 (cm2/sec),Mixture_binary_diffusion_coefficients_CO (cm2/sec),Mixture_binary_diffusion_coefficients_CO2 (cm2/sec),Mixture_binary_diffusion_coefficients_HCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2O (cm2/sec),Mixture_binary_diffusion_coefficients_CH2OH (cm2/sec),Mixture_binary_diffusion_coefficients_CH3O (cm2/sec),Mixture_binary_diffusion_coefficients_CH3OH (cm2/sec),Mixture_binary_diffusion_coefficients_C2H (cm2/sec),Mixture_binary_diffusion_coefficients_C2H2 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H3 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H4 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H5 (cm2/sec),Mixture_binary_diffusion_coefficients_C2H6 (cm2/sec),Mixture_binary_diffusion_coefficients_HCCO (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CO (cm2/sec),Mixture_binary_diffusion_coefficients_HCCOH (cm2/sec),Mixture_binary_diffusion_coefficients_N (cm2/sec),Mixture_binary_diffusion_coefficients_NH (cm2/sec),Mixture_binary_diffusion_coefficients_NH2 (cm2/sec),Mixture_binary_diffusion_coefficients_NH3 (cm2/sec),Mixture_binary_diffusion_coefficients_NNH (cm2/sec),Mixture_binary_diffusion_coefficients_NO (cm2/sec),Mixture_binary_diffusion_coefficients_NO2 (cm2/sec),Mixture_binary_diffusion_coefficients_N2O (cm2/sec),Mixture_binary_diffusion_coefficients_HNO (cm2/sec),Mixture_binary_diffusion_coefficients_CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCN (cm2/sec),Mixture_binary_diffusion_coefficients_H2CN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNN (cm2/sec),Mixture_binary_diffusion_coefficients_HCNO (cm2/sec),Mixture_binary_diffusion_coefficients_HOCN (cm2/sec),Mixture_binary_diffusion_coefficients_HNCO (cm2/sec),Mixture_binary_diffusion_coefficients_NCO (cm2/sec),Mixture_binary_diffusion_coefficients_N2 (cm2/sec),Mixture_binary_diffusion_coefficients_AR (cm2/sec),Mixture_binary_diffusion_coefficients_C3H7 (cm2/sec),Mixture_binary_diffusion_coefficients_C3H8 (cm2/sec),Mixture_binary_diffusion_coefficients_CH2CHO (cm2/sec),Mixture_binary_diffusion_coefficients_CH3CHO (cm2/sec),Net_rxn_rate_GasRxn#1 (mole/cm3-sec),Forward_rxn_rate_GasRxn#1 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#1 (mole/cm3-sec),Net_rxn_rate_GasRxn#2 (mole/cm3-sec),Forward_rxn_rate_GasRxn#2 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#2 (mole/cm3-sec),Net_rxn_rate_GasRxn#3 (mole/cm3-sec),Forward_rxn_rate_GasRxn#3 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#3 (mole/cm3-sec),Net_rxn_rate_GasRxn#4 (mole/cm3-sec),Forward_rxn_rate_GasRxn#4 (mole/cm3-sec),Reverse_rxn_rate_GasRxn#4 (mole/cm3-sec)
1.6875,0.9999997,0.001130053,-0.01908154,0.0402246,298.0,16.88553,71.19065,-1.179859,2.555949E-18,2.517707E-41,4.880108E-35,0.1900599,8.290296E-38,-5.815572E-37,5.891161E-36,1.322199E-44,2.081999E-116,-4.291172E-79,2.800255E-41,2.808433E-42,9.649393E-36,0.09502993,6.945606E-36,2.161045E-37,2.421971E-66,8.645895E-38,2.539481E-76,1.328427E-53,1.556885E-52,4.993833E-99,5.010036E-51,2.819269E-90,3.771818E-51,1.19304E-73,4.333076E-53,7.263126E-86,1.543342E-57,8.437074E-61,2.650412E-46,1.127297E-68,7.498291E-38,1.229633E-46,5.58365E-46,9.504496E-51,1.242655E-46,3.686035E-49,6.187374E-55,5.647599E-56,5.613064E-55,1.83024E-57,0.7149102,9.096567E-67,2.93372E-63,2.419721E-84,4.220206E-58,27.63332,0.001130053,1.076873E7,-2.566699E9,-34.40831,10.19581,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,7.182023E-68,7.182023E-68,3.292095E-81,1.543872E-73,1.543872E-73,6.854761E-106,9.920019E-55,9.920019E-55,2.001804E-79,9.615936E-66,9.615937E-66,6.454382E-73
1.75,0.9999997,0.001130053,-0.01980166,0.0390095,298.0,17.52277,69.04013,-1.179859,1.643411E-17,3.432561E-39,6.626074E-34,0.1900599,1.249924E-36,-1.264771E-36,1.209511E-35,2.957979E-43,1.044956E-114,2.343507E-77,1.772481E-39,5.538579E-41,5.174831E-35,0.09502993,1.030548E-34,4.487297E-36,1.43959E-64,1.445009E-36,-3.772292E-75,5.027684E-53,4.673393E-51,8.065219E-97,1.381557E-49,5.6918E-88,1.079817E-49,1.043091E-71,1.344341E-51,3.160915E-83,5.257363E-56,2.874071E-59,5.629353E-45,2.759285E-66,1.051355E-36,2.600967E-45,1.055559E-44,2.511313E-49,1.945309E-45,8.254117E-48,1.852739E-53,1.650555E-54,1.640462E-53,5.324857E-56,0.7149102,3.615906E-65,1.171285E-61,1.380153E-81,1.450503E-56,27.63332,0.001130053,1.076873E7,-2.566699E9,-35.68242,10.19007,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,1.324038E-65,1.324038E-65,3.292095E-81,2.857927E-70,2.857927E-70,1.033489E-104,8.660304E-53,8.660304E-53,4.114797E-76,2.680571E-64,2.680571E-64,9.731244E-72
1.8125,0.9999997,0.001130053,-0.02052136,0.0377494,298.0,18.15965,66.80998,-1.179859,1.062195E-16,1.434803E-38,1.027818E-32,0.1900599,-6.255641E-37,-1.050767E-34,-6.497283E-34,6.509148E-42,3.196438E-110,3.324433E-76,1.353199E-38,1.107869E-39,2.436787E-34,0.09502993,2.605216E-33,-2.973092E-35,6.471474E-64,2.04547E-35,4.396658E-71,-9.834122E-52,1.375322E-49,-1.75504E-94,3.738209E-48,-2.630313E-86,3.032127E-48,1.852841E-69,4.087665E-50,1.474964E-80,1.753687E-54,9.586978E-58,1.173084E-43,4.048563E-64,1.459757E-35,5.415059E-44,1.927645E-43,6.513848E-48,2.521152E-44,1.817939E-46,5.43907E-52,4.730457E-53,4.70153E-52,1.51927E-54,0.7149102,1.405651E-63,4.573118E-60,8.476757E-79,4.881441E-55,27.63332,0.001130053,1.076873E7,-2.566699E9,-36.645,10.42242,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,3.185811E-63,3.185811E-63,3.292095E-81,1.853041E-68,1.853041E-68,-5.172423E-105,8.682625E-51,8.682625E-51,-8.608166E-76,-2.233619E-61,-2.233619E-61,-4.870308E-72
1.84375,0.9999997,0.001130053,-0.02088942,0.03710236,298.0,18.48535,65.66482,-1.179859,3.293205E-16,-2.559844E-36,7.190113E-32,0.1900599,-1.322992E-33,-4.297667E-34,-6.236822E-33,5.69389E-41,2.47405E-104,-1.997227E-70,2.954391E-36,4.598653E-38,-2.318027E-33,0.09502993,2.237412E-32,-7.50584E-34,5.797568E-62,1.279865E-34,5.003163E-69,-2.02731E-50,1.57361E-48,-6.45053E-91,3.955516E-47,-1.72194E-83,3.320863E-47,4.223239E-69,4.822049E-49,1.163329E-78,2.256524E-53,1.233586E-56,9.83328E-43,3.576209E-63,8.465614E-35,4.503714E-43,1.376946E-42,6.627746E-47,1.025361E-43,1.591513E-45,6.209067E-51,5.280457E-52,5.248168E-51,1.688846E-53,0.7149102,2.090146E-62,6.828173E-59,-5.858833E-77,6.333653E-54,27.63332,0.001130053,1.076873E7,-2.566699E9,-37.29626,10.4177,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,1.559048E-61,1.559048E-61,3.292095E-81,-2.312735E-65,-2.312735E-65,-1.093905E-101,1.883152E-49,1.883152E-49,3.24801E-70,-1.499893E-59,-1.499893E-59,-1.030011E-68
1.875,0.9999997,0.001130053,-0.02125732,0.03644381,298.0,18.8109,64.49931,-1.179859,1.132723E-15,-2.653106E-36,6.683357E-32,0.1900599,-6.431393E-34,-8.510624E-34,-1.378984E-32,6.107114E-40,4.213554E-105,-1.324752E-70,-7.558563E-37,-9.182287E-38,-2.666583E-32,0.09502993,2.524035E-32,5.336693E-34,-8.949798E-63,-1.562036E-33,-1.818844E-68,-5.3817E-51,2.241081E-47,-1.786793E-89,5.188837E-46,9.479043E-82,4.517147E-46,5.864596E-67,7.09092E-48,1.260958E-77,3.634015E-52,1.986627E-55,9.121084E-42,2.210111E-61,5.836357E-34,4.577949E-42,1.274608E-41,8.342608E-46,1.944413E-43,1.708446E-44,8.821587E-50,7.327761E-51,7.282952E-50,2.333375E-52,0.7149102,3.913312E-61,1.28391E-57,1.660051E-75,1.028915E-52,27.63332,0.001130053,1.076873E7,-2.566699E9,-37.94721,10.41297,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,1.34703E-61,1.34703E-61,3.292095E-81,-2.228055E-65,-2.228055E-65,-5.317743E-102,6.020733E-49,6.020733E-49,1.636463E-70,-3.082585E-59,-3.082585E-59,-5.00714E-69
1.90625,0.9999997,0.001130053,-0.02162504,0.03577378,298.0,19.13631,63.31346,-1.179859,3.988745E-15,-4.137744E-38,7.193189E-32,0.1900599,-3.941664E-35,-6.676551E-34,-1.390532E-32,6.593618E-39,5.04418E-110,1.440985E-75,-3.557642E-39,-9.450256E-41,-2.656222E-32,0.09502993,2.531245E-32,5.268702E-34,-1.056756E-61,-1.564414E-33,-1.456591E-69,-3.234818E-50,3.197579E-46,-7.372287E-90,6.828258E-45,-1.445186E-81,6.160219E-45,6.838731E-67,1.044146E-46,1.649952E-76,5.852339E-51,3.199331E-54,8.443037E-41,8.631834E-61,4.083305E-33,4.688651E-41,1.204221E-40,1.054158E-44,2.500052E-43,1.846063E-43,1.255702E-48,1.019181E-49,1.012949E-48,3.231394E-51,0.7149102,7.311323E-60,2.408928E-56,8.716795E-75,1.671267E-51,27.63332,0.001130053,1.076873E7,-2.566699E9,-38.5979,10.4091,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,1.560382E-61,1.560382E-61,3.292095E-81,-3.739915E-67,-3.739915E-67,-3.259131E-103,2.281858E-48,2.281858E-48,1.564191E-73,-3.345521E-59,-3.345521E-59,-3.068769E-70
1.9375,0.9999997,0.001130053,-0.02199263,0.03509225,298.0,19.46159,62.10728,-1.179859,1.400748E-14,-3.554628E-39,1.054115E-31,0.1900599,4.03417E-36,3.955584E-33,-1.391223E-32,7.015395E-38,-9.697314E-109,-2.138172E-73,-3.493982E-38,-7.675552E-40,-2.534871E-32,0.09502993,2.565422E-32,4.844598E-34,-1.029289E-61,-1.548715E-33,-4.343623E-69,-3.566409E-50,4.490359E-45,1.305657E-88,8.846728E-44,-6.013776E-81,8.269871E-44,5.435344E-67,1.513096E-45,3.058916E-75,9.272371E-50,5.068978E-53,7.718157E-40,9.575956E-60,2.824183E-32,4.73363E-40,1.124065E-39,1.311648E-43,3.487809E-43,1.965761E-42,1.759245E-47,1.395305E-48,1.386773E-47,4.404938E-50,0.7149102,1.343341E-58,4.444747E-55,1.772337E-73,2.670663E-50,27.63332,0.001130053,1.076873E7,-2.566699E9,-39.24875,10.41808,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,3.350921E-61,3.350921E-61,3.292095E-81,-4.708243E-68,-4.708243E-68,3.335619E-104,1.174299E-47,1.174299E-47,-1.375292E-75,-4.905082E-59,-4.905082E-59,3.14079E-71
1.96875,0.9999997,0.001130053,-0.02236053,0.03439923,298.0,19.78716,60.88076,-1.179859,4.867383E-14,4.135576E-38,3.418356E-31,0.1900599,-1.447134E-34,4.652554E-32,-1.384791E-32,7.337438E-37,1.952763E-105,8.436271E-71,-7.969947E-37,5.879294E-41,-2.171903E-32,0.09502993,2.628512E-32,1.112027E-33,-3.970113E-62,-8.889546E-34,-4.200973E-68,-2.374777E-50,6.195238E-44,1.457975E-86,1.126251E-42,-8.810843E-80,1.090819E-42,1.857524E-67,2.154102E-44,1.296374E-73,1.443066E-48,7.888891E-52,6.958437E-39,2.226917E-58,1.922934E-31,4.698534E-39,1.032014E-38,1.603773E-42,7.181112E-43,2.057681E-41,2.421502E-46,1.876823E-47,1.865346E-46,5.899693E-49,0.7149102,2.423952E-57,8.054077E-54,7.390386E-72,4.191999E-49,27.63332,0.001130053,1.076873E7,-2.566699E9,-39.73926,10.55643,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,3.523891E-60,3.523891E-60,3.292095E-81,1.776356E-66,1.776356E-66,-1.19655E-102,1.323255E-46,1.323255E-46,-5.739727E-73,-1.583299E-58,-1.583299E-58,-1.126661E-69
1.984375,0.9999997,0.001130053,-0.02254693,0.03404839,298.0,19.9521,60.25983,-1.179859,9.735712E-14,-1.472019E-37,9.812971E-31,0.1900599,4.515794E-34,1.871402E-31,-1.388269E-32,3.368332E-36,1.097962E-108,1.957426E-73,3.307637E-38,-1.446119E-39,-7.050888E-33,0.09502993,2.832436E-32,1.175495E-33,-6.079629E-62,-8.886609E-34,-1.469961E-68,-1.205076E-50,3.605868E-43,6.905392E-86,6.113028E-42,1.400757E-77,6.105357E-42,-6.327406E-68,1.288642E-43,2.024648E-72,9.337646E-48,5.104662E-51,2.831238E-38,2.458963E-57,6.235199E-31,2.064526E-38,4.249491E-38,8.4074E-42,1.407649E-42,9.452501E-41,1.406527E-45,1.068485E-46,1.061952E-45,3.346206E-48,0.7149102,1.789809E-56,5.969596E-53,1.213912E-70,2.733099E-48,27.63332,0.001130053,1.076873E7,-2.566699E9,-40.06913,10.55509,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,2.903949E-59,2.903949E-59,3.292095E-81,-1.815058E-65,-1.815058E-65,3.733846E-102,7.597995E-46,7.597995E-46,-6.375201E-72,-4.556542E-58,-4.556542E-58,3.515756E-69
2.0,0.9999997,0.001130053,-0.0227333,0.03369464,298.0,20.11703,59.63375,-1.179859,2.041433E-13,-4.75474E-36,3.481827E-30,0.1900599,2.197535E-33,9.112098E-31,-1.506529E-32,1.806868E-35,4.709297E-103,-6.440306E-70,3.450719E-36,-4.346091E-38,4.805163E-32,0.09502993,3.939326E-32,2.158677E-33,-3.314679E-62,-6.757417E-34,3.017039E-67,5.827243E-50,2.510424E-42,2.066232E-84,3.943338E-41,4.838611E-76,4.072915E-41,7.910766E-66,9.243611E-43,4.626992E-71,7.293453E-47,3.987152E-50,1.271038E-37,3.312517E-56,2.266144E-30,1.054994E-37,2.104469E-37,5.22055E-41,4.002552E-42,5.074427E-40,9.770495E-45,7.261547E-46,7.217143E-45,2.264868E-47,0.7149102,1.611795E-55,5.397792E-52,2.966688E-69,2.152307E-47,27.63332,0.001130053,1.076873E7,-2.566699E9,-40.39896,10.55375,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,3.655967E-58,3.655967E-58,3.292095E-81,-2.080226E-63,-2.080226E-63,1.817013E-101,5.652923E-45,5.652923E-45,-1.002095E-69,-1.75447E-57,-1.75447E-57,1.710884E-68
2.015625,0.9999997,0.001130053,-0.02291965,0.03333798,298.0,20.28193,59.00252,-1.179859,4.370532E-13,8.948239E-36,1.328671E-29,0.1900599,9.483899E-33,4.594939E-30,-9.091181E-33,9.939348E-35,-8.101191E-103,1.512534E-70,-2.787778E-36,5.607706E-38,2.825031E-31,0.09502993,6.608504E-32,3.372527E-33,-1.768117E-61,-1.135463E-33,3.933838E-66,3.440298E-49,1.784841E-41,4.007806E-83,2.601044E-40,7.051979E-75,2.776714E-40,1.279122E-64,6.767718E-42,1.171849E-69,5.80594E-46,3.173965E-49,5.796757E-37,4.712354E-55,8.475267E-30,5.532076E-37,1.087924E-36,3.316798E-40,1.401341E-41,2.793458E-39,6.931338E-44,5.041785E-45,5.010955E-44,1.566239E-46,0.7149102,1.475586E-54,4.96144E-51,7.511877E-68,1.727165E-46,27.63332,0.001130053,1.076873E7,-2.566699E9,-40.72874,10.55239,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,5.323817E-57,5.323817E-57,3.292095E-81,1.493935E-62,1.493935E-62,7.841681E-101,4.618306E-44,4.618306E-44,8.138998E-69,-4.040166E-57,-4.040166E-57,7.383658E-68
2.03125,0.9999997,0.001130053,-0.02310597,0.0329784,298.0,20.44681,58.36613,-1.179859,9.421382E-13,2.826771E-37,5.101602E-29,0.1900599,2.849366E-32,2.328205E-29,-7.319981E-33,5.453946E-34,-4.197443E-105,-9.979998E-72,3.905674E-38,9.997549E-39,1.144682E-30,0.09502993,1.496498E-31,3.399478E-33,-8.559185E-62,-1.192647E-33,4.703533E-65,1.440947E-48,1.262812E-40,1.160158E-81,1.708411E-39,2.903872E-73,1.884491E-39,1.941462E-63,4.929786E-41,2.946988E-68,4.595444E-45,2.512217E-48,2.636856E-36,6.71088E-54,3.176306E-29,2.895142E-36,5.665976E-36,2.099079E-39,5.268457E-41,1.533965E-38,4.893411E-43,3.484257E-44,3.462951E-43,1.078098E-45,0.7149102,1.34197E-53,4.530153E-50,1.95049E-66,1.378017E-45,27.63332,0.001130053,1.076873E7,-2.566699E9,-41.05848,10.55106,1.795704E-4,2698.253,0.7889151,1.217572,0.3247744,0.2011395,0.3185617,0.2234597,0.2069837,0.2055919,0.3072506,0.3477624,0.2289717,0.2289717,0.2238317,0.2324037,0.206591,0.1567951,0.1558977,0.1546227,0.1535492,0.1535492,0.1518916,0.1674165,0.1657168,0.1641279,0.1594598,0.1480478,0.1468396,0.251553,0.1334454,0.1334454,0.2914675,0.3422957,0.3351713,0.217898,0.2051577,0.204968,0.1731616,0.1554329,0.2054084,0.2062707,0.1522767,0.1508938,0.2515495,0.156116,0.156116,0.156116,0.156843,0.2046006,0.1988901,0.1139984,0.1134903,0.1328263,0.1322327,7.84876E-56,7.84876E-56,3.292095E-81,1.812065E-63,1.812065E-63,2.355974E-100,3.822539E-43,3.822539E-43,7.724765E-70,-1.249044E-56,-1.249044E-56,2.218364E-67
